Ticker,Q-String,Date,Hawkes,Reversability,RSI,Vol Ratio,Idiosyncratic Vol,Abnormal Volume Call,Abnormal Volume Put,After Market,ATM Call Open Interest Ratio,ATM Put Open Interest Ratio,Beta,Call Put Ratio,Day Of Week,Kurt Delta,Skew Delta,Implied Move,Implied Vol,IV Slope,Log Market Cap,Vix,PNL (8),PNL Open (8),Earnings Std (8),Realized Move Pct (1),Realized Move Pct (2),Realized Move Pct Abs (1),Realized Move Pct Abs (2)
WB,2016-Q4,2016-11-21,48.08375083924327,0.5781172383537693,45.25877376419319,1.2754730255008428,0.4848153280647692,1.9957716701902748,37.011538461538464,1.0,0.010351966873706,0.0,2.313835175177147,29.1875,0.0,,,0.0811535371844631,0.9066685,0.0343948571428571,21.49954116492675,12.42,,,,,,,
WB,2017-Q1,2017-02-22,54.559757982268735,1.027102589164076,80.94802618907988,2.047005125756675,0.3081618346288434,-0.6615724965671566,0.6817025875770866,1.0,0.0647283531409168,0.0016977928692699,1.3413586951028569,1.843693421846711,2.0,-8.453823034708517,-1.2746920914443018,0.0767359164283767,1.121038,0.0674250714285714,21.92174140914111,11.74,-0.1379710144927534,0.2114104734650969,,0.0734488050866038,,0.0734488050866038,
WB,2017-Q2,2017-05-15,59.56089062351791,0.2902995055058096,85.84617322651454,0.736301380057825,0.2691732467618647,-1.132990819800212,-0.9577844294734972,0.0,0.0274615331539363,0.0017249706754985,2.0063215429163628,0.7992551210428306,1.0,0.7050227975974686,0.426722294558433,0.0809908426577052,0.879745,0.0367677857142857,21.99923041156386,10.42,-0.8387777150385844,0.14427785471430965,0.1651509772252717,-0.1601099467445456,0.0734488050866038,0.1601099467445456,0.0734488050866038
WB,2017-Q3,2017-08-08,79.96116225397265,0.0921802811860589,69.30835590882496,1.5404981496264152,0.4091191475443437,0.3449951021786859,1.0187617115512675,0.0,0.0125158715762742,0.0076183566116452,2.713727540371805,1.5104735883424407,2.0,-0.6299167603094356,0.0395164422617244,0.1107189937734772,1.3324935,0.0709524285714285,22.315050239077163,10.96,-1.4070409992149127,-0.12530997311883663,0.20552540598602853,0.2496025437201907,-0.1601099467445456,0.2496025437201907,0.1601099467445456
WB,2017-Q4,2017-10-24,102.2274824013067,0.1725422450251985,35.1523636519613,1.0917157427251318,0.2827910092435988,-1.6511390623797082,-1.653192051194175,1.0,0.0066083990620336,0.0168407589000213,1.9236942130750088,1.2618129218900676,1.0,-30.48712886862065,-2.816750067814777,0.022539758136354,0.4175375,0.0016247142857142,22.5383278815659,11.16,-0.9014524361581724,-0.043190534231015446,0.16918685083622934,0.0112450730350104,0.2496025437201907,0.0112450730350104,0.2496025437201907
WB,2018-Q1,2018-02-12,125.64973441251814,0.1989464378573079,48.44459014589884,1.2469817690992495,0.322746786653998,-0.9295927215181874,-1.1336810920612943,0.0,0.0039417104634495,0.0046583850931677,1.7068836833613634,1.240899357601713,1.0,5.730127185439291,0.4428235269654008,0.0951949048862948,1.0336335,0.0432568571428571,22.7490603914758,25.61,-0.9480860868575725,-0.019899977156234795,0.1532889378507214,-0.0571845977251383,0.0112450730350104,0.0571845977251383,0.0112450730350104
WB,2018-Q2,2018-05-08,122.23683956249124,0.0704968721438088,62.67067160810472,0.7779013714017174,0.4211806911223187,-0.131733830449548,-0.4187624532334465,0.0,0.0119168725475948,0.0,1.6006056862855094,2.6974744760881246,2.0,0.2558968083586626,0.076782877397731,0.087398717406522,1.053387,0.0557535714285714,22.827704229077927,14.71,-0.8297939612701993,-0.009282126698914464,0.1402671134837243,0.0959344096018932,-0.0571845977251383,0.0959344096018932,0.0571845977251383
WB,2018-Q3,2018-08-07,88.88981239383061,0.2878601899529874,40.51197376900657,0.5526468367262095,0.2751766141111236,-0.5461737021690578,0.7475671415499496,0.0,0.0021290751829673,0.0013306719893546,3.212522280000448,4.292253521126761,2.0,1.7464711246243207,0.3582032355776168,0.0961668857635568,1.1347135,0.0655322857142857,22.40023937907287,10.93,-0.8545017836528448,-0.03881067761198315,0.14454846642751182,-0.1419642159543714,0.0959344096018932,0.1419642159543714,0.0959344096018932
WB,2018-Q4,2018-11-27,61.05367454462178,0.1553182157257285,45.15755817602032,1.4865968505564813,0.57557770953025,-0.9043686781308592,-0.3897375667175612,0.0,0.0205447830101569,0.0115420129270544,2.085497112864306,1.2668759811616954,2.0,1.5163511914371424,0.3800651971301736,0.1219169827297401,1.487527,0.0748925,22.05498301762228,19.02,-0.6963240971925895,-0.028242317637498272,0.13501785328471536,-0.0404935905115609,-0.1419642159543714,0.0404935905115609,0.1419642159543714
WB,2019-Q1,2019-03-04,69.73371655148217,0.4006419192716232,70.1976507316938,0.6109857932835755,0.5065666021523958,0.1082413131153026,-0.3986113574990638,0.0,0.0161112337232399,0.0039726329728536,3.147269089790358,1.445223961144091,1.0,-4.025145979084749,-0.5741069395115099,0.0946370123476337,1.0085095000000002,0.0450136428571428,22.409268636131927,14.63,-0.576057115264804,0.0007021927727165786,0.12718882661625877,0.0489001692047377,-0.0404935905115609,0.0489001692047377,0.0404935905115609
