Ticker,Q-String,Realized Move Pct,Realized Move Pct Abs,PNL,PNL Open,PNL Bid-Ask,PNL Realistic,PNL Stock,PNL Log Return,PNL Margin,PNL Raw,PNL Hedged,Implied Move,Date,Profitable Trade,Implied > Realized
WB,2016-Q4,0.0734488050866038,0.0734488050866038,-0.1379710144927534,0.2114104734650969,-0.4310769230769228,-0.2801492537313431,-0.0104363078272308,-0.1367195951445594,-0.0377867746288798,-0.4759999999999995,-0.0812972972972971,0.0811535371844631,2016-11-21,False,True
WB,2017-Q1,-0.1601099467445456,0.1601099467445456,-1.5395844155844156,0.0771452359635224,-2.014760563380282,-1.7675405405405404,-0.1018278646280707,-1.0486173710535784,-0.3795479285394121,-5.9274,-0.2765645645645646,0.0767359164283767,2017-02-22,False,False
WB,2017-Q2,0.2496025437201907,0.2496025437201907,-2.5435675675675684,-0.6644856287851292,-2.787272727272727,-2.6623822714681444,-0.1870270270270271,-1.3160953743586856,-0.6827626233313989,-11.764000000000005,-1.0247111111111116,0.0809908426577052,2017-05-15,False,False
WB,2017-Q3,0.0112450730350104,0.0112450730350104,0.6153132530120482,0.2031677824324481,0.5656913580246913,0.5908048780487806,0.0592058891722698,0.9686068629858302,0.1994805093352082,5.107100000000001,0.6303809523809525,0.1107189937734772,2017-08-08,True,True
WB,2017-Q4,-0.0571845977251383,0.0571845977251383,-1.1346206896551725,0.0732622511428878,-1.788830188679245,-1.4469909909909908,-0.0343358029844516,-0.7387424538328582,-0.1482763282411788,-3.2904,0.6392727272727271,0.022539758136354,2017-10-24,False,False
WB,2018-Q1,0.0959344096018932,0.0959344096018932,-0.2383333333333333,0.0438071255876872,-0.4401052631578946,-0.3356345177664974,-0.0205477136336742,-0.2274414771083514,-0.0714747736093143,-2.431,-0.0360669456066945,0.0951949048862948,2018-02-12,False,False
WB,2018-Q2,-0.1419642159543714,0.1419642159543714,-1.002748717948718,-0.2159819830903953,-1.1198723404255322,-1.0602402088772844,-0.0763872177513868,-0.7340578314923336,-0.2754183334272354,-9.7768,-0.5407703016241301,0.087398717406522,2018-05-08,False,False
WB,2018-Q3,-0.0404935905115609,0.0404935905115609,0.4109197080291971,0.0457362021838959,0.3407384615384616,0.3767490636704121,0.0337222954354858,0.5433374923305211,0.1195548759768943,2.8148000000000004,0.3114303405572756,0.0961668857635568,2018-08-07,True,True
WB,2018-Q4,0.0489001692047377,0.0489001692047377,0.3860787401574803,0.2322582760544354,0.3240327868852458,0.3556787148594376,0.041482233502538,0.5057011064312387,0.1345554335894621,2.4516,0.3024282115869017,0.1219169827297401,2018-11-27,True,True
WB,2019-Q1,-0.0366173828934642,0.0366173828934642,0.3845081967213114,0.0086108373842882,0.2966379310344827,0.3416806722689075,0.0324098383308,0.4936171796853365,0.1134516784366837,2.3454999999999995,0.3830996309963099,0.0946370123476337,2019-03-04,True,True
