Ticker,Q-String,Date,Hawkes,Reversability,RSI,Vol Ratio,Idiosyncratic Vol,Abnormal Volume Call,Abnormal Volume Put,After Market,ATM Call Open Interest Ratio,ATM Put Open Interest Ratio,Beta,Call Put Ratio,Day Of Week,Kurt Delta,Skew Delta,Implied Move,Implied Vol,IV Slope,Log Market Cap,Vix,PNL Bid Ask (8),PNL Realistic (8),PNL Stock (8),PNL Log Return (8),PNL Margin (8),PNL Mid (8),PNL Raw (8),PNL Hedged (8),Earnings Std (8),Realized Move Pct Abs (1),Realized Move Pct Abs (2)
PFE,2015-Q3,7/27/2015,35.72404019,0.221500613,49.54315655,1.316118293,0.0782905,-0.412591732,13.51125732,0,0.134008027,0.042226488,0.748621671,1.411022297,1,-44.51356446,-2.731766767,0.028706653,0.3098975,0.013230071,26.07727515,15.6,0.015669268,0.072193114,0.002874248,0.207393224,0.013188779,0.125407242,0.100416667,0.656060999,0.017061297,0.00318011,0.006097561
PFE,2015-Q4,10/26/2015,34.59431891,0.040828694,62.71817877,1.241118807,0.1721564,1.096428127,-1.429771205,0,0.035778972,0.030523472,1.110641628,1.106780933,1,-23.44613454,-2.193110182,0.031331802,0.359034,0.012476286,26.07359013,15.29,0.005195507,0.06612471,0.002883809,0.192959909,0.013146691,0.123523668,0.1005,0.634957047,0.01987666,0.029411765,0.00318011
PFE,2016-Q1,2/1/2016,31.90552182,0.233073473,29.81027249,1.135555959,0.098172385,0.368534824,1.518800322,0,0.085827321,0.061670933,0.590206494,1.486114325,1,-30.14644038,-3.118166753,0.026038075,0.312871,0.009203714,25.95038031,19.98,-0.032234234,0.02799526,0.001823318,0.145655299,0.008501911,0.08486719,0.064025,0.621463212,0.020103337,0.024297424,0.029411765
PFE,2016-Q2,5/2/2016,33.62489596,0.363175584,60.02577859,2.098407151,0.195777523,3.397472111,-0.213920817,0,0.030063962,0.196043501,1.023578697,0.425727486,1,-64.45019454,-4.218125434,0.021486289,0.2386745,0.009235429,26.03693295,14.68,-0.00040062,0.057231816,0.002664811,0.17337757,0.012159826,0.111644398,0.088411111,0.663291374,0.018886564,0.000994365,0.024297424
PFE,2016-Q3,8/1/2016,37.75751528,0.37404795,75.01737032,0.954264768,0.094578649,5.428031517,0.806411873,0,0.029087558,0.004534562,0.600548805,1.01597919,1,-46.49371504,-3.298688414,0.032400042,0.3433895,0.015618429,26.14503687,12.44,0.045815765,0.102962582,0.003907684,0.215961677,0.017524977,0.156798843,0.125455556,0.796481566,0.019157917,0.027439024,0.000994365
PFE,2016-Q4,10/31/2016,33.79626261,0.255399364,26.79752736,0.782058175,0.088743543,2.807312688,6.310972363,0,0.000989929,0.012374117,0.962156698,12.09297109,1,-49.76082772,-3.913757843,0.031225623,0.382918,0.010472571,25.98253996,17.06,0.06990679,0.120152688,0.004302375,0.224591535,0.019109659,0.167911131,0.132122222,0.80931508,0.018960696,0.024658269,0.027439024
PFE,2017-Q1,1/30/2017,32.96399955,0.345299908,28.5806983,1.215451497,0.147496173,0.785291531,0.114157447,0,0.145156423,0.043556986,0.525060497,2.114023181,1,-25.79574309,-2.10930535,0.029225482,0.318218,0.013190214,25.97029094,11.88,0.07224453,0.119808667,0.004338678,0.224920931,0.019067298,0.165016632,0.134788889,0.844718497,0.019964045,0.020182908,0.024658269
PFE,2017-Q2,5/1/2017,35.09495343,0.020264984,44.76193983,1.014797075,0.061006765,0.914254579,5.713607447,0,0.168557423,0.173809524,0.463973649,2.532904503,1,-19.19857973,-3.254557063,0.019360222,0.211858,0.008631857,26.02738711,10.11,0.093577163,0.136685097,0.005192869,0.24698811,0.022363758,0.177771848,0.163388889,0.826755534,0.020245385,0.013414245,0.020182908
PFE,2017-Q3,7/31/2017,34.43893519,0.075869811,48.42274979,2.269275624,0.115381785,-0.329665607,-0.311930337,0,0.157644938,0.129408231,0.361076633,2.008313754,1,-24.12808363,-1.858592972,0.021037178,0.237392,0.008700286,26.01099589,10.26,0.098254116,0.136426358,0.004996675,0.242449056,0.021565665,0.173004725,0.157388889,0.826863813,0.020179473,0.005032564,0.013414245
PFE,2017-Q4,10/30/2017,37.18893138,0.036074891,43.80952322,1.616433719,0.133405594,5.125138614,2.384506335,0,0.04950495,0.102076579,0.770643899,1.689208294,1,-29.40767813,-2.83768243,0.037261091,0.3885325,0.018692643,26.06583603,10.5,0.087550363,0.126261673,0.004203885,0.221840196,0.018369472,0.163269369,0.128333333,0.818419206,0.020144541,0.002412545,0.005032564
PFE,2018-Q1,1/29/2018,38.35049749,0.175926493,80.83301145,2.644247503,0.13051884,2.295444424,2.450911872,0,0.083666613,0.003039514,1.310471429,2.94384858,1,-6.786639864,-0.457268703,0.039413778,0.453732,0.015516429,26.17252927,13.84,0.146870883,0.180552249,0.005887519,0.301206917,0.025523259,0.212517846,0.187777778,0.85912648,0.017915247,0.002560455,0.002412545
PFE,2018-Q2,4/30/2018,37.706815,0.396570089,48.36852315,0.608825376,0.119827294,1.396401702,0.839353152,0,0.142976009,0.082235474,0.658457662,2.479652566,1,-12.00456745,-1.045986327,0.028282278,0.293096,0.014405071,26.10674081,15.93,0.173789632,0.210563427,0.007010922,0.334340267,0.030275135,0.245453399,0.228588889,0.841019655,0.018462003,0.031266017,0.002560455
PFE,2018-Q3,7/30/2018,38.86578008,0.2744709,74.0859021,1.335709685,0.072852748,-0.870295818,-0.312156337,0,0.17349375,0.039979402,0.541250586,2.255753696,1,-12.2802746,-0.732951871,0.025821975,0.2838985,0.011381714,26.14262734,14.26,0.083236012,0.123490872,0.004795331,0.245715705,0.020518887,0.161592181,0.1542,0.781040926,0.020537979,0.033051079,0.031266017
PFE,2018-Q4,10/29/2018,45.23748515,0.529194483,47.37204044,0.528359563,0.11251344,4.329968351,-1.540230906,0,0.107419547,0.155939611,1.083444985,0.582396857,1,1.148065028,0.050354606,0.037526289,0.4270305,0.015202357,26.25831014,24.7,0.033412876,0.074518738,0.003510021,0.206995983,0.014821352,0.113456241,0.104933333,0.614756036,0.022215438,0.034724022,0.033051079
PFE,2019-Q1,1/28/2019,43.28392883,0.378439716,33.26058405,0.966475775,0.176881877,-0.739774117,1.041558837,0,0.001768179,0.015471567,0.729539829,2.78206353,1,,,0.04809644,0.5168395,0.022415714,26.15481157,18.87,0.105478373,0.145250852,0.005883959,0.286954665,0.024825943,0.182887187,0.202622222,0.665756796,0.021318285,0.007864909,0.034724022
PFE,2019-Q2,4/29/2019,42.10016116,0.053908068,34.30037803,0.575264043,0.143244745,-0.465814481,1.056491903,0,0.044979893,0.028454598,1.04857004,2.969282361,1,-0.079562465,-0.168995418,0.032242195,0.3365905,0.016128643,26.1159655,13.11,0.095968717,0.135837386,0.005868207,0.269901127,0.024658757,0.173534616,0.209644444,0.602060931,0.023818025,0.031368581,0.007864909
PFE,2019-Q3,7/26/2019,44.56541143,0.558935779,49.49055992,0.556441311,0.131903811,-0.456710854,2.639199578,0,0.252809768,0.030872763,0.513669391,1.051133669,0,0.172474036,0.174068179,0.020709399,0.2185985,0.003519929,26.20067989,12.16,0.011910035,0.053663913,0.003452634,0.171007923,0.014421114,0.093150188,0.127822222,0.53886728,0.025031587,0.025764082,0.031368581
PFE,2019-Q4,10/28/2019,37.67025461,0.085065768,66.2541436,0.979733516,0.130560715,1.76416464,0.389661015,0,0.052860569,0.018499486,0.629461265,1.47961264,1,-9.159723886,-0.950121035,0.033893647,0.364102,0.015808643,26.05210014,13.11,-0.090823451,-0.043623851,0.001124157,0.092627712,0.004086584,0.001200397,0.031622222,0.457372186,0.028252512,0.038059875,0.025764082
PFE,2020-Q1,1/27/2020,40.98707096,0.393725155,56.06366931,1.312929496,0.125109392,-0.670628449,-0.190340941,0,0.07412163,0.052906502,0.448106239,2.248151659,1,,,0.035715409,0.401787,0.014882929,26.12707024,18.23,-0.103634801,-0.058233717,0.001049219,0.062530495,0.003523317,-0.015037971,0.033533333,0.47254495,0.029708963,0.024946352,0.038059875
PFE,2020-Q2,4/27/2020,36.59636965,0.447435815,63.75034565,0.973016894,0.318067737,0.916120476,0.781127954,0,0.029563343,9.37E-05,0.732822989,3.005254269,1,-20.36661906,-1.431433481,0.04535812,0.4906535,0.020800714,26.08287115,33.29,-0.216671858,-0.174126088,-0.003036246,-0.074331664,-0.013819416,-0.133252759,-0.120466667,0.392118647,0.034230138,0.050298805,0.024946352
PFE,2020-Q3,7/27/2020,37.18175766,0.014461616,67.58425816,0.675964783,0.311401388,-1.587804588,-1.261508399,0,0.028777122,0.010439933,0.738262121,3.057778677,1,-7.612123294,-1.046521192,0.034622648,0.4891215,0.007713571,26.06334141,24.74,-0.181434638,-0.146281708,-0.002172077,-0.04814415,-0.01028878,-0.112429488,-0.087688889,0.464950863,0.03291596,0.010957475,0.050298805
PFE,2020-Q4,10/26/2020,38.46076688,0.238984284,57.76307865,1.49478098,0.163812873,-1.625033887,-1.186771934,0,0.0993752,0.021243191,0.505459553,3.791770621,1,-0.531246616,-0.093972136,0.059222924,0.717359,0.020506357,26.07378131,32.46,-0.121219772,-0.091105114,-0.000869746,-0.000531792,-0.004594709,-0.061816666,-0.039888889,0.500352045,0.033397821,0.039424614,0.010957475
PFE,2021-Q1,2/1/2021,37.94584152,0.22484597,46.30727352,1.083407469,0.241285037,-1.216151269,-1.497399329,0,0.04479997,0.033321041,0.331666843,2.759117083,1,-6.585659982,-0.982020573,0.050427504,0.5611545,0.021581357,26.01652349,30.24,-0.00364241,0.022637211,0.004240711,0.133285097,0.015704556,0.048238869,0.154722222,0.666442628,0.031921,0.012921941,0.039424614
PFE,2021-Q2,5/3/2021,39.50739353,0.52394103,72.33868303,1.143625538,0.154553854,1.025976175,1.382116004,0,0.120960754,0.008664962,0.477026533,1.886943258,1,-21.97372428,-1.405480012,0.049726398,0.5216795,0.024575929,26.12674592,18.31,-0.009981465,0.015393803,0.004347121,0.117751591,0.015818455,0.040163833,0.147088889,0.675414988,0.032752963,0.022625698,0.012921941
PFE,2021-Q3,7/27/2021,41.90190408,0.23654607,77.64101833,1.244917114,0.130059867,-1.184846567,-1.094520119,0,0.107347008,0.015100146,0.708242769,1.847350993,2,-5.003679334,-0.396240953,0.029588467,0.373126,0.016420357,26.1856683,19.36,0.028239702,0.052325872,0.006072239,0.173502429,0.022464855,0.075898017,0.216088889,0.738859627,0.030482816,0.003012804,0.022625698
PFE,2021-Q4,11/1/2021,44.4714178,0.244144133,60.40355675,1.23810771,0.137793915,-0.678190907,0.685190585,0,0.091363495,0.008584058,0.53180178,2.222912139,1,-0.297901658,-0.160686199,0.049677856,0.557933,0.020785714,26.22320017,16.41,0.038427129,0.062067782,0.006302616,0.183370129,0.023443798,0.085229468,0.223911111,0.749963069,0.031329102,0.032066508,0.003012804
PFE,2022-Q2,5/2/2022,52.27404729,0.067045663,38.44040856,1.475055018,0.274567028,-0.804597553,-0.34237058,0,0.007847285,0.008179381,0.347142956,0.99656197,1,-2.655814541,-0.004144826,0.060107704,0.6620195,0.026380071,26.3327867,32.34,0.099942203,0.119198295,0.008239196,0.226340085,0.031530539,0.138075627,0.3085,0.758032836,0.032939,,0.04147571
PFE,2022-Q3,7/27/2022,53.19599868,0.159056236,48.33697726,0.881690859,0.2078821,-0.510903294,-1.110508426,0,0.052681012,0.016135137,0.742068562,0.950535929,3,-7.870010516,-0.593776473,0.03840241,0.565893,0.032340286,26.39825798,23.24,0.210480132,0.228735373,0.013067661,0.333243483,0.051109606,0.246620956,0.5228125,0.788817935,0.025366188,0.019652462,
PFE,2022-Q4,10/31/2022,46.38435564,0.088105732,64.89831062,1.458172896,0.185647832,-0.559168086,-0.317254352,0,0.024283084,0.008271033,0.72066801,0.937782102,1,-8.672617109,-0.672303443,0.050401994,0.5478925,0.022839286,26.28876272,25.88,0.216709971,0.235342521,0.013085315,0.340420482,0.051312812,0.253584326,0.54465,0.819189727,0.027275847,0.023676612,0.019652462
PFE,2023-Q1,1/30/2023,47.89105614,0.539172241,29.70025194,0.705621766,0.251982043,-0.45679611,-1.494499409,0,0.001953914,0.012597922,0.559275024,0.230847455,1,-3.500014039,-0.135368168,0.054070108,0.5663545,0.026826357,26.22231699,19.94,0.24333355,0.261695932,0.014359191,0.370190834,0.056479638,0.279656012,0.605275,0.801883121,0.0261399,0.031364125,0.023676612
PFE,2023-Q2,5/1/2023,41.3856332,0.058282841,42.40168333,0.844824643,0.126874149,0.256164146,-0.365619955,0,0.109276518,0.02004505,0.587447162,1.551460508,1,0.165649683,0.268320861,0.038346643,0.4000915,0.019208929,26.11836471,16.08,0.223695642,0.242037934,0.012504317,0.330937881,0.049916835,0.259979388,0.5490875,0.703566568,0.024673593,0.014006889,0.031364125
PFE,2023-Q3,7/31/2023,37.87061115,0.051761768,40.89064106,0.54318555,0.180311544,-0.720963513,-0.29962776,0,0.032055203,0.146303864,0.925366962,1.147616795,1,1.220323942,0.494936947,0.038640226,0.422957,0.017216143,26.03927464,13.63,0.251297689,0.267955546,0.012789541,0.375774811,0.051493534,0.28423554,0.5665875,0.724634944,0.021620868,0.003825555,0.014006889
PFE,2023-Q4,10/30/2023,32.7906288,0.834183195,34.91617273,1.02218842,0.239618705,-1.228104372,-0.431446346,0,0.084933406,0.009926054,0.657311964,2.393477099,1,-4.65439972,-0.400208012,0.043555016,0.4916145,0.018001929,25.87357077,19.75,0.244854021,0.260457383,0.011718303,0.362583139,0.047840618,0.275727915,0.5165625,0.67826466,0.023393237,0.012479201,0.003825555
PFE,2024-Q1,1/29/2024,29.14739178,0.067194372,40.97316327,0.640878065,0.309858203,-1.017489173,-0.251730893,0,0.011344708,0.063162431,-0.257769099,1.669402292,1,-4.925254493,-0.24129366,0.04217623,0.474488,0.0175735,25.76774478,13.6,0.324477071,0.338005437,0.014609989,0.454625931,0.059925351,0.351320604,0.611625,0.795757898,0.022228923,0.000327332,0.012479201
PFE,2024-Q2,4/30/2024,27.00985786,0.180122713,39.93253814,1.334819077,0.233948513,-0.407299173,-0.667792225,0,0.034966728,0.037581968,0.319032198,1.94309986,2,-31.488968,-1.463804152,0.052843617,0.6356655,0.033913857,25.69772425,15.65,0.358726896,0.371179448,0.015840084,0.49389206,0.065121753,0.38344759,0.641725,0.841148985,0.019153793,0.016739447,0.000327332
PFE,2024-Q3,7/29/2024,30.4055962,0.052411276,71.91909593,0.780257211,0.204519759,-0.725108186,1.520114356,0,0.042408022,0.023926303,-0.386079239,1.105366255,1,-17.98001793,0.277329329,0.056201623,0.5898245,0.0277515,25.8827678,16.6,0.243467386,0.258606815,0.010977464,0.380833738,0.045424976,0.273478837,0.490933333,0.727546143,0.02680477,0.06088993,0.016739447
PFE,2024-Q4,10/28/2024,30.03071704,0.087337519,47.14433748,1.400991089,0.20008432,-0.878156563,-0.732628684,0,0.151817761,0.040369395,0.464043529,2.096623352,1,-18.55210869,-1.451977757,0.038621643,0.4718395,0.013080286,25.82032845,19.8,0.22085914,0.236803425,0.009699475,0.353580694,0.040469001,0.252467883,0.412611111,0.762042561,0.026934111,0.021809896,0.06088993
PG,2014-Q1,1/23/2014,63.34813838,0.319914083,25.24734336,0.756394855,0.098127146,-1.479197454,-1.483506471,0,0.003422436,0.030980341,0.78795403,0.955282103,4,-25.19549111,-2.283124648,0.028037527,0.5578275,0.045607214,26.08302816,13.77,,,,,,,,,,,
PG,2014-Q2,4/22/2014,83.24569241,0.061619662,61.5556508,1.232856908,0.099883434,7.028536648,-0.608468938,0,0.123059599,0.03984021,0.342825727,1.333667021,2,-4.759687675,-0.731933818,0.022926717,0.2806875,0.013936714,26.11826472,13.19,0.344444444,0.349862259,0.00829499,0.43795443,0.036774705,0.354644809,0.649,0.22557377,,0.012014315,
PG,2014-Q3,7/31/2014,82.38946682,0.157899773,24.30743514,1.129758781,0.067411768,0.033670139,-1.324368494,0,0.01032271,0.035578272,0.514003226,0.690899847,4,-27.26854023,-1.690912916,0.024001438,0.4775265,0.039028929,26.06667524,16.95,0.408422222,0.416891357,0.009542572,0.553643844,0.04291043,0.424977772,0.76285,0.544808546,0.016240942,0.010953846,0.012014315
PG,2014-Q4,10/23/2014,86.65253421,0.147361683,46.19383931,1.121544146,0.090806424,-1.651533977,-1.424675742,0,0.004580868,0.039180302,0.433391933,0.901950431,4,-6.365572536,-0.812567326,0.026070222,0.5186865,0.041567214,26.1407088,16.53,0.016725926,0.033918857,0.001658317,0.192345527,0.007480738,0.050198856,0.1449,0.169648274,0.020591788,0.030134506,0.010953846
PG,2015-Q1,1/26/2015,93.33765962,0.213124153,50.48323983,1.181177796,0.100586553,-0.967391428,-0.031652558,0,0.028063123,0.043471788,0.573606158,0.864538515,1,,,0.028121217,0.2966955,0.013706643,26.2124342,15.52,-0.058884127,-0.034016445,0.000189431,0.099948087,0.000845675,-0.010831521,0.020925,0.01790522,0.017988328,0.023188754,0.030134506
PG,2015-Q2,4/22/2015,85.83963525,0.020273255,49.60811834,0.818395976,0.067175078,-0.258524634,-0.812168456,0,0.038058152,0.02741433,0.9982356,0.972552233,3,-6.530458096,-1.628412523,0.023864194,0.351253,0.0202115,26.13663084,12.71,-0.154848042,-0.126400371,-0.002100297,0.001400044,-0.009346316,-0.099530081,-0.18498,0.023031493,0.026555963,0.034494307,0.023188754
PG,2015-Q3,7/29/2015,83.5961532,0.233306817,52.979981,1.754943947,0.094995309,2.660940389,-1.207660629,0,0.036881246,0.076824713,0.695014583,0.727531682,3,-4.646613016,-0.568266618,0.026019452,0.371444,0.025641786,26.11106615,12.5,-0.131703175,-0.104256113,-0.001640327,0.005649812,-0.007288085,-0.07817237,-0.145016667,0.108259577,0.026674297,0.025755205,0.034494307
PG,2015-Q4,10/22/2015,76.12932285,0.29217987,60.05207237,1.220664398,0.113914987,-0.850818493,-0.36500287,0,0.082314494,0.050480584,0.685046009,0.69545662,4,-29.67901215,-2.583105353,0.031183175,0.6204125,0.052073214,26.0368608,14.45,-0.256723469,-0.22240586,-0.004102064,-0.090261724,-0.01833307,-0.189805534,-0.341657143,0.057999551,0.028481336,0.0400645,0.025755205
PG,2016-Q1,1/25/2016,79.44459782,0.142283556,46.96253752,1.129100086,0.117600456,-0.907873764,0.823203622,0,0.037711113,0.016580551,0.690271286,1.219236693,1,,,0.036063687,0.3925525,0.016288857,26.06596383,24.15,-0.23460644,-0.202284866,-0.003732927,-0.084387297,-0.016673418,-0.171606835,-0.3097,0.016529749,0.029231704,0.029124916,0.0400645
PG,2016-Q2,4/25/2016,84.99346119,0.054161323,37.58277136,1.076768312,0.113483756,-0.792106901,-0.417889178,0,0.0246225,0.031560332,0.464742482,1.159518214,1,-0.431901628,-0.001157863,0.033558597,0.3540615,0.016357071,26.11770541,14.08,-0.199393052,-0.165014927,-0.002654237,-0.053085256,-0.011972004,-0.132332588,-0.224266667,0.091939487,0.028850494,0.025504229,0.029124916
PG,2016-Q3,8/1/2016,88.26160905,0.356953782,62.84664691,0.745150962,0.085131455,3.848417523,2.262090631,0,0.058422845,0.011592874,0.59538672,1.1638322,1,-0.729418868,0.236015283,0.026616699,0.2816225,0.012883286,26.16139137,12.44,-0.24060527,-0.198668873,-0.003188836,-0.087949592,-0.014381246,-0.158662417,-0.264866667,0.117203288,0.02951444,0.022847316,0.025504229
PG,2016-Q4,10/24/2016,90.21933808,0.310547043,32.44532305,1.073876712,0.124424633,0.753461994,6.81663906,0,0.00278703,0.013731222,0.800261155,1.62884203,1,-3.302678855,-0.491368577,0.027554525,0.301724,0.012265857,26.13712089,13.02,-0.235462285,-0.192828016,-0.002938579,-0.073124294,-0.013383376,-0.152162681,-0.237055556,0.126551003,0.029426724,0.004050457,0.022847316
PG,2017-Q1,1/19/2017,86.8887706,0.310882841,55.43899324,1.40209074,0.084255755,-1.926225847,-0.639623234,0,0.002450134,0.007726694,0.740332708,0.37788676,4,-397.876111,-10.77657446,0.026289013,0.5230395,0.044445286,26.14670197,12.78,-0.236099322,-0.189959954,-0.003173924,-0.071892942,-0.014284963,-0.145986527,-0.267477778,0.207201831,0.0299835,0.03412604,0.004050457
PG,2017-Q2,4/25/2017,92.747943,0.382212203,50.6885412,0.838507554,0.066782632,-0.581215903,2.41242396,0,0.19871148,0.013118063,0.434041619,2.568698061,2,-10.03426613,-0.726788026,0.023940499,0.284119,0.016022571,26.16170565,10.76,-0.276358256,-0.23227477,-0.004143097,-0.103783516,-0.018603697,-0.190087963,-0.350255556,0.209356599,0.031051804,0.032467532,0.03412604
PG,2017-Q3,7/26/2017,91.16596718,0.095099546,62.27972453,0.870186728,0.08316104,-1.131683964,0.429768489,0,0.031955343,0.019011407,0.441465416,1.660568231,3,-186.1760729,-7.831117477,0.023346572,0.3367395,0.021850714,26.15434212,9.6,-0.256841272,-0.211553819,-0.003481703,-0.085938445,-0.015710849,-0.168292168,-0.291255556,0.234100521,0.029875242,0.025111111,0.032467532
PG,2017-Q4,10/19/2017,95.57729414,0.051683264,42.63825548,0.678229574,0.100167843,-1.707386921,0.066861149,0,0.013008854,0.004692665,0.257642093,1.97200371,4,-58.84382391,-2.507909752,0.02739151,0.5449745,0.046034,26.17668678,10.05,-0.227925806,-0.17820023,-0.002742741,-0.041147496,-0.012383997,-0.130836823,-0.224811111,0.281406373,0.028332339,0.015453527,0.025111111
PG,2018-Q2,4/18/2018,80.82558536,0.199094208,42.1358838,0.656151157,0.135774114,-1.008264463,-1.679399258,0,0.008223058,0.018321207,0.365577877,1.009281608,3,-124.6587627,-7.983732502,0.029460466,0.4317875,0.025476429,26.00719272,15.6,-0.208283808,-0.154761701,-0.002174233,-0.013190501,-0.009869951,-0.104117946,-0.197725,0.332379508,0.028067496,,0.036466863
PG,2018-Q3,7/30/2018,81.91880835,0.423788121,53.23490582,0.978048075,0.159286764,-0.417179066,6.694858386,0,0.061012677,0.148713767,0.400486907,1.24405257,1,-2.986769002,-0.355781098,0.033591203,0.347977,0.017125643,26.0299027,14.26,-0.249532367,-0.199262742,-0.003612478,-0.05959067,-0.01614747,-0.151649931,-0.3091875,0.302163381,0.030436602,0.041560102,
PG,2018-Q4,10/18/2018,84.61706935,0.238392157,41.57905586,0.568433987,0.132099386,0.071004812,3.155819988,0,0.152834988,0.219888159,0.593240817,0.708081621,4,-11.54231349,-1.001547116,0.036157078,0.719372,0.059590286,26.02023288,20.06,-0.201180887,-0.158315675,-0.002633652,-0.011946058,-0.011909451,-0.117783457,-0.2312125,0.33352009,0.029819252,0.008478803,0.041560102
PG,2019-Q2,4/22/2019,107.8034594,0.35234724,65.02447372,1.276197099,0.078253619,-0.466439639,3.151082822,0,0.056672887,0.015135808,0.482042161,1.280378251,1,-0.684821112,-0.074887329,0.042146534,0.4307675,0.022214786,26.3037218,12.42,-0.487161038,-0.447900219,-0.011253673,-0.212210357,-0.049319184,-0.410784405,-0.928271429,0.163285264,0.045736516,,0.087986042
PG,2019-Q3,7/29/2019,117.865203,0.541442396,65.55242656,0.842759625,0.14259151,0.721726513,2.551803439,0,0.045594406,0.011328671,0.624067593,0.634846233,1,-1.973833544,-0.268056148,0.040828951,0.4215205,0.020990714,26.39647322,12.83,-0.376418863,-0.33817284,-0.008525161,-0.118619988,-0.037317825,-0.301926972,-0.678414286,0.261152963,0.045489612,0.026884256,
PG,2019-Q4,10/21/2019,124.5233771,0.243701039,45.07118969,0.703344548,0.157142614,-0.725163452,0.376653662,0,0.004275719,0.047767124,0.542882631,2.329115744,1,4.129823889,0.548689174,0.039695559,0.4222655,0.0189635,26.42040475,14,-0.348124121,-0.315327014,-0.008442189,-0.103812445,-0.036753519,-0.284217847,-0.6885,0.253862512,0.046525609,0.038017241,0.026884256
PG,2020-Q3,7/29/2020,128.9703356,0.414506843,77.63024248,0.637785299,0.115684085,-1.052707467,-0.657810798,0,0.106019053,0.082852194,0.488127837,1.031969497,3,-7.519089659,-0.924241168,0.029321688,0.435395,0.023783929,26.48421521,24.1,-0.307958549,-0.28995286,-0.00799127,-0.088486526,-0.034796445,-0.272270942,-0.60405,0.293350886,0.0468479,,
PG,2020-Q4,10/19/2020,146.204385,0.177962611,58.41152965,0.781176603,0.071004118,-0.444023085,1.113117389,0,0.023146525,0.0171144,0.527504502,1.748072475,1,7.941533789,1.888850586,0.028734823,0.332072,0.011204714,26.59058938,29.18,-0.303943238,-0.278145306,-0.007423709,-0.073615488,-0.032248611,-0.252957083,-0.577416667,0.398875843,0.037664156,0.024238173,
PG,2021-Q1,1/19/2021,141.1700768,0.054424935,32.27194261,0.915649099,0.095865055,0.132415425,1.871389262,0,0.011057457,0.027013787,0.379472392,1.323036905,2,-16.76622033,-2.613052412,0.030212365,0.3847585,0.016264286,26.52621577,23.24,-0.30567991,-0.276756151,-0.00726093,-0.069489897,-0.031607335,-0.248593121,-0.43795,0.482736729,0.038127892,0.00401663,0.024238173
PG,2021-Q2,4/19/2021,139.2830368,0.21898907,59.58703354,1.291852825,0.154397456,1.486912696,0.092690467,0,0.059851088,0.031729668,0.407031263,0.875,1,-12.50471656,-1.253975869,0.021659321,0.2646355,0.007333786,26.54156334,17.29,0.081012545,0.108976046,0.004312566,0.167609405,0.018409486,0.136252006,0.566733333,0.695633977,0.025055507,0.0125,0.00401663
PG,2021-Q3,7/29/2021,143.0349447,0.379656114,59.78597072,0.86553111,0.118026508,-1.4410406,-1.565618715,0,0.027055766,0.12245983,0.229853326,0.858585859,4,-8.655963411,-1.037256992,0.021483312,0.4274265,0.033206643,26.55654012,17.7,0.1042246,0.138260681,0.005054679,0.207621109,0.021720353,0.171278728,0.671314286,0.740709522,0.022873149,0.008344924,0.0125
PG,2021-Q4,10/18/2021,147.3874258,0.009425159,53.34631962,0.981176224,0.100586183,0.990361485,1.392169448,0,0.047917074,0.079405437,0.397828873,1.659557867,1,-39.11770209,-2.591836739,0.022276608,0.2539875,0.008981571,26.56868241,16.31,0.038244417,0.072767368,0.003441372,0.144565099,0.01465733,0.106156114,0.475742857,0.610882851,0.016728743,0.019716088,0.008344924
PG,2022-Q1,1/18/2022,164.8083574,0.393596012,43.30823869,0.526677478,0.16136861,-0.696424725,0.255817396,0,0.001617153,0.006794371,0.31321537,1.268051982,2,-182.7189692,-5.0987233,0.033188003,0.4081785,0.019892357,26.66153647,22.79,0.072596083,0.109694236,0.004590009,0.184669562,0.01965982,0.145597974,0.621457143,0.690157669,0.016093049,0.011802726,0.019716088
PG,2022-Q2,4/19/2022,160.9505581,0.122145732,55.88970922,1.049786157,0.214435017,0.342610405,-1.286793936,0,0.124539908,0.032672818,0.564366293,0.571802187,2,-17.15341341,-1.545543284,0.033053619,0.403912,0.020208786,26.66899083,21.37,0.0632059,0.104798363,0.004485707,0.179400969,0.019210054,0.144912912,0.635914286,0.671912468,0.017666753,0.033624705,0.011802726
PG,2022-Q3,7/28/2022,148.6298175,0.036805517,56.70516565,0.910930628,0.191786836,0.599559042,-0.617366501,0,0.014112817,0.001282983,0.413151769,0.751142065,4,-15.00942585,-0.972078533,0.031417396,0.6250725,0.049349071,26.59605921,22.33,0.083406822,0.124235539,0.005076584,0.1951652,0.021711714,0.163624274,0.74,0.695265808,0.017452733,0.02659808,0.033624705
PG,2022-Q4,10/18/2022,133.3999772,0.395624697,42.79603856,0.734283953,0.131777651,-0.09911938,-0.932392964,0,0.01352014,0.005474106,0.561876574,1.631405699,2,-3.527298688,0.212999842,0.041336246,0.5231225,0.022690071,26.44928929,30.5,-0.084802967,-0.044072026,0.000590686,0.078444263,0.001985091,-0.004793372,0.077111111,0.57673277,0.029393527,0.061799271,0.02659808
PG,2023-Q1,1/18/2023,155.2636371,0.125642738,42.0984916,1.00566845,0.116505931,-0.607036358,-0.383170841,0,0.001141207,0.002286998,0.551592114,1.305595181,3,-6.169573479,0.089017821,0.036750242,0.5348565,0.032898714,26.57243884,20.34,-0.009969476,0.025668282,0.003028022,0.165263039,0.012243202,0.059997915,0.389977778,0.584656096,0.028475047,0.009270079,0.061799271
